ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,AverageLogX,AverageLogY,LogStandardDeviationX,LogStandardDeviationY,FirsherTrans(rho),cutoffSlope,cutoffIntercept
1,0,.18108909,.0000000,1,2,-1928.1708,-.73073316E-01,-.89533269E-01,.45990362E-02,.54647798E-01,.69060969,1.4982417,-.34284458E-02
1,0,.18110543,.88845233E-03,1,3,-1926.3349,-.45988356E-01,-.33391375E-01,-.19760716E-01,.78515363E-02,.65513052,1.4973562,-.21406916E-02
1,0,.18110751,.0000000,1,5,-1926.4211,.16966357,-.27135172E-01,.40551499E-01,.67746765E-02,.62193416,1.4938138,-.30068074E-02
1,0,.18113037,.0000000,1,2,-1926.2282,.46354561E-01,.97352565E-03,-.85452580E-02,.15453438E-01,.67379047,1.4964867,-.34400153E-02
1,0,.18116442,.0000000,1,2,-1925.8390,.59248790E-01,-.27483823E-01,-.12891634E-01,.19681731E-01,.62669216,1.4997237,-.93857537E-03
1,0,.18116686,.0000000,1,7,-1925.1684,.41696745E-01,-.31758253E-01,-.90671247E-02,.15397343E-01,.64118113,1.4969548,-.16664786E-02
1,0,.18113294,.0000000,1,13,-1925.0662,-.11362304E-01,-.40260716E-01,-.41136824E-01,-.15877001E-01,.65243502,1.5016800,.39667870E-04
1,0,.18110137,.0000000,1,11,-1926.3259,-.35287644E-01,-.12838781,-.45691416E-01,.23722863E-02,.62665104,1.5020675,-.56204062E-03
1,0,.18111766,.0000000,1,3,-1925.5069,-.29590512E-01,-.13105217,-.22720283E-01,.41430043E-01,.67752570,1.4985764,-.35481026E-03
1,0,.18110785,.0000000,1,2,-1927.9453,-.49667479E-01,-.17036065,-.22970241E-01,.64163695E-01,.63301840,1.4936938,-.21145347E-02
1,0,.18104562,.12403586E-02,1,18,-1924.9641,.10096050,-.97253627E-01,.13226586E-01,.57643876E-01,.64358249,1.4984059,-.39877174E-03
1,0,.18104259,.0000000,1,10,-1924.6749,.26222961E-01,-.47951180E-01,.22378054E-01,.58868233E-01,.71669193,1.5020970,-.65530445E-03
1,0,.18105959,.0000000,1,11,-1924.3350,-.55435306E-01,-.33990642E-01,-.31374522E-01,.27663783E-01,.72286181,1.4981050,-.19244082E-02
1,0,.18105412,.0000000,1,1,-1927.9305,-.76614673E-02,-.40099352E-01,.17783674E-01,.74470248E-01,.75003569,1.4986629,-.36068013E-02
1,0,.18107291,.0000000,1,5,-1927.2876,-.47833840E-01,-.72607396E-01,-.13883102E-01,.60367668E-01,.70140173,1.4965344,-.45426804E-02
1,0,.18105527,.0000000,1,4,-1929.5392,-.14740181,-.81459170E-01,-.91352515E-01,.42683160E-01,.72195855,1.4904994,-.56767560E-02
1,0,.18103499,.0000000,1,8,-1930.3308,-.17503864,-.68937102E-01,-.93458398E-01,.38288838E-01,.72739517,1.4925292,-.75186821E-02
1,0,.18100974,.19667708E-02,1,11,-1928.9124,-.18618046,-.44668857E-01,-.94696120E-01,.20257769E-01,.75685224,1.4918913,-.56309362E-02
1,0,.18103781,.0000000,1,6,-1927.5330,-.19924292,-.35288304E-01,-.74079878E-01,.12592648E-01,.76372815,1.4948888,-.41331858E-02
1,0,.18105569,.0000000,1,2,-1927.6820,-.77705463E-01,-.77322420E-01,-.47677371E-01,.11354037E-01,.66515522,1.4880837,-.59477260E-02
1,0,.18100997,.0000000,1,15,-1927.5792,-.18502497,-.64361079E-01,-.90392258E-01,.13291421E-01,.71160909,1.4905001,-.37315388E-02
1,0,.18098562,.0000000,1,14,-1927.3427,-.10508934,.43114400E-01,-.53892872E-01,.14494323E-01,.77232353,1.4932398,-.37547276E-02
1,0,.18100186,.0000000,1,3,-1926.0303,.65282978E-01,.73730125E-01,.42527561E-01,.44678845E-02,.78736727,1.4965721,-.92753293E-03
1,0,.18098321,.0000000,1,10,-1925.9067,.53712932E-01,.46577736E-01,.26684381E-01,.53231686E-02,.74260474,1.4940360,-.30098744E-02
1,0,.18099021,.19808652E-02,1,5,-1924.4853,.64399965E-01,.44641206E-01,.27920177E-01,-.88140126E-03,.73427228,1.4983167,-.72890704E-03
1,0,.18098113,.0000000,1,10,-1924.8614,.88693822E-01,-.45842480E-01,.34197004E-01,.10098466E-01,.68856414,1.4955947,-.92750178E-03
1,0,.18096131,.0000000,1,5,-1925.9730,.80738107E-01,-.19836728E-01,.57571220E-01,.51066410E-02,.67394454,1.4995079,-.55338980E-03
1,0,.18095808,.0000000,1,4,-1926.5410,.45418784E-01,-.13991352E-01,.47976619E-01,.19159137E-01,.70562260,1.4980571,-.30859596E-02
1,0,.18098714,.0000000,1,1,-1926.4820,.67389311E-01,-.39776326E-01,.36596576E-01,.23546799E-01,.72833401,1.4957142,-.20959854E-02
1,0,.18098516,.0000000,1,1,-1928.5608,.92521895E-01,-.86605380E-01,.15910698E-01,.21507560E-01,.68229008,1.4970285,-.42406967E-02
1,0,.18100156,.0000000,1,4,-1927.6749,.80047305E-02,-.13797427,-.35931182E-01,.26940365E-01,.62786456,1.4943234,-.40212638E-02
1,0,.18101907,.0000000,1,2,-1928.0996,.73992205E-01,-.64375769E-01,.12547807E-01,-.31374750E-02,.68238640,1.4941832,-.37887390E-02
1,0,.18104811,.62356089E-03,1,1,-1927.3892,-.89830113E-01,-.69105384E-01,-.27808622E-01,.33983233E-01,.66067136,1.4954447,-.33514037E-02
1,0,.18102815,.0000000,1,7,-1928.0963,.18454372E-01,-.83210364E-01,-.12466710E-02,.54655664E-01,.62727892,1.4917252,-.42335234E-02
1,0,.18100921,.0000000,1,12,-1926.0533,.11135540,-.70079215E-01,.48572081E-02,.44530381E-01,.63439823,1.4931141,-.23189386E-02
1,0,.18101210,.0000000,1,2,-1926.8891,.19868582,-.44858855E-01,.57257170E-01,.17299485E-01,.61484002,1.4970861,-.36020831E-02
1,0,.18104113,.0000000,1,1,-1924.9569,-.22360285E-01,-.57467273E-01,-.90754915E-02,.25775592E-01,.64907621,1.4995948,-.90847266E-03
1,0,.18105380,.0000000,1,3,-1925.2614,.41520776E-02,-.66099047E-01,-.32630815E-03,.65502281E-01,.67322769,1.5006162,-.50444334E-03
1,0,.18097186,.0000000,1,18,-1926.9066,-.73322374E-01,-.37761769E-01,-.40817891E-01,.64238546E-01,.69683227,1.4975492,-.13721385E-02
1,0,.18087742,.0000000,1,16,-1928.4722,-.11820304,-.77964094E-01,-.77987881E-01,.57220336E-01,.65303832,1.4964086,-.81386659E-03
1,0,.18088859,.0000000,1,7,-1926.0051,-.61086839E-01,-.47928715E-01,-.47963772E-01,.37341854E-01,.65355795,1.4986935,-.69010760E-03
1,0,.18086877,.0000000,1,5,-1927.8878,.50946384E-01,-.23576459E-01,-.40589725E-02,.44604577E-01,.64516031,1.4944117,-.34438047E-02
1,0,.18089775,.0000000,1,1,-1927.0123,.27550446E-01,-.18961502E-01,.23440194E-02,.58156672E-01,.65520075,1.4989911,-.52398360E-03
1,0,.18086586,.45622929E-02,1,17,-1926.9915,.52955167E-01,-.44168591E-01,.10000594E-01,.48924937E-01,.62362441,1.4975901,-.10896893E-02
1,0,.18086938,.0000000,1,6,-1926.4284,-.29696542E-01,-.59612947E-01,-.31099102E-01,.27381945E-01,.62992402,1.5029877,-.16073679E-02
1,0,.18089437,.0000000,1,3,-1925.7515,.85389987E-02,-.31255344E-01,-.27597722E-01,.27857099E-01,.66466118,1.5009340,-.24832203E-02
1,0,.18083750,.0000000,1,18,-1925.8771,-.61695096E-01,.68482611E-02,-.93821298E-02,.54195912E-01,.74714759,1.5029265,-.24101397E-02
1,0,.18086013,.0000000,1,2,-1925.7996,-.12949824,-.16659317E-01,-.20253303E-01,.34955336E-01,.76673949,1.5032169,-.26991775E-02
1,0,.18081492,.0000000,1,10,-1926.8843,-.12969402,.25412964E-01,-.18270750E-01,.27570431E-01,.76047383,1.5027564,-.26213417E-02
1,0,.18082383,.0000000,1,1,-1927.7208,-.94698645E-01,.45219480E-01,-.30697699E-01,-.45990009E-02,.76755275,1.4949613,-.46541990E-02
1,0,.18074626,.14657220E-02,1,24,-1926.7461,-.98473644E-01,.23442064E-02,-.53021514E-01,.29678337E-01,.73995506,1.4919256,-.41124153E-02
1,0,.18070794,.0000000,1,13,-1928.0752,-.55392384E-01,-.14709410,-.66402105E-01,.63180147E-01,.64490787,1.4950382,-.17810405E-02
1,0,.18058630,.0000000,1,32,-1927.5569,-.56884158E-01,-.13322359,-.50218773E-01,.64269106E-01,.68317788,1.4948204,-.19268980E-02
1,0,.18059456,.0000000,1,3,-1927.8110,.93657459E-01,-.13197259,-.24116112E-01,.29862016E-01,.63397347,1.4998854,-.12131636E-02
1,0,.18061070,.0000000,1,3,-1926.9221,.49120073E-01,-.13499730,-.10922502E-01,.39387387E-01,.65721546,1.4995282,-.15502340E-02
1,0,.18059938,.0000000,1,11,-1928.4579,.15583672,.13570866E-02,.25640588E-01,.23815819E-01,.72507458,1.4951618,-.27984983E-02
1,0,.18059965,.0000000,1,8,-1928.3138,.25049520,-.49675840E-01,.46152415E-01,-.19094005E-01,.61869462,1.4993499,-.19631730E-02
1,0,.18059468,.41655212E-02,1,2,-1929.8835,.80025993E-01,-.29667904E-01,-.22213490E-02,-.34213108E-01,.66646516,1.5041768,-.41571820E-02
1,0,.18061775,.0000000,1,2,-1928.3431,.13880861,-.78763642E-01,.32632765E-02,-.85285197E-02,.60459793,1.5000677,-.40603490E-02
1,0,.18063707,.0000000,1,2,-1928.4902,-.78116996E-01,-.70665784E-01,-.66111863E-01,-.12270592E-01,.66813355,1.5046964,-.42311993E-02
1,0,.18065971,.0000000,1,2,-1928.4762,.37017609E-01,-.74603694E-01,-.25850180E-01,-.56942587E-02,.67962678,1.5017191,-.31186953E-02
1,0,.18061710,.0000000,1,14,-1928.2116,.74513694E-01,-.10610376,-.17649698E-01,.34160757E-02,.64665974,1.5033131,-.25953356E-02
1,0,.18063798,.0000000,1,3,-1928.1396,.11466568,-.66025288E-01,.18589593E-01,.64526381E-02,.68816203,1.4931962,-.27646742E-02
1,0,.18064138,.0000000,1,5,-1928.0616,.41734057E-01,-.19109909E-02,.36952920E-01,-.67823372E-03,.71600017,1.4889870,-.50659464E-02
1,0,.18065371,.0000000,1,5,-1927.7112,.17872821,.17398478E-02,.63941696E-01,-.25900210E-01,.65462353,1.4952235,-.12710199E-02
1,0,.18063887,.0000000,1,4,-1929.0077,.25505980E-01,.28381003E-01,.16816338E-01,-.33270227E-01,.70463267,1.4931286,-.31324497E-02
1,0,.18066766,.0000000,1,1,-1927.7131,.25484303E-01,.68493737E-01,.28292729E-01,-.47314897E-02,.71699550,1.4978839,-.22273171E-02
1,0,.18065804,.0000000,1,12,-1927.3422,.15155945,.62368128E-01,.66097960E-01,.10317808E-01,.68859724,1.4976431,-.26764018E-02
1,0,.18068427,.0000000,1,1,-1927.4176,.14248652,.94315019E-01,.71983003E-01,.19024918E-01,.74602770,1.4942757,-.28543409E-02
1,0,.18070449,.0000000,1,2,-1927.6302,-.48561157E-01,.49242610E-01,.66709933E-03,.50839755E-02,.72605355,1.4931074,-.30416012E-02
1,0,.18071471,.17815470E-02,1,5,-1926.3467,-.43835523E-01,-.19276621E-01,-.11414383E-01,.32859358E-01,.68509962,1.4915869,-.33402672E-02
1,0,.18070485,.0000000,1,7,-1927.3142,-.94222251E-01,-.43686664E-01,-.14851099E-01,.50746474E-01,.71039716,1.4936661,-.41681218E-02
1,0,.18069069,.0000000,1,8,-1927.4365,-.43689090E-01,-.23617420E-01,.69547268E-02,.39707673E-01,.77553595,1.4892709,-.47586227E-02
1,0,.18070517,.0000000,1,2,-1927.6928,-.62185227E-01,-.36221277E-01,.30808623E-03,.73522742E-01,.71478348,1.4935431,-.25474800E-02
1,0,.18073392,.0000000,1,1,-1926.5611,-.13528784E-01,-.41939284E-01,-.40697999E-02,.45626510E-01,.68441934,1.4979512,-.43283069E-02
1,0,.18074998,.0000000,1,3,-1926.5583,.97756008E-01,-.65781624E-01,.50115843E-01,.43521473E-01,.64215345,1.4993135,-.23780787E-02
1,0,.18079762,.0000000,1,6,-1926.1875,.29522741E-01,-.92534382E-01,-.67265844E-02,.60708638E-01,.68457723,1.5011810,-.16997835E-02
1,0,.18077048,.0000000,1,6,-1927.5201,.29270286E-01,-.11504152,.46840772E-02,.69180901E-01,.67641822,1.5029514,-.25159054E-02
1,0,.18077419,.0000000,1,5,-1926.6491,.73510978E-01,-.15366175,-.13637080E-02,.25106438E-01,.60546527,1.4985118,-.16849552E-02
1,0,.18079117,.0000000,1,3,-1926.3105,.18796604,-.11073989,.46958262E-01,.80767088E-02,.60136730,1.4977656,-.10207095E-02
1,0,.18078069,.0000000,1,7,-1927.2990,.23966715,-.11071053,.56882062E-01,.32983285E-01,.60903609,1.4952355,-.27405932E-02
1,0,.18080470,.0000000,1,2,-1926.1495,.14638239,-.95978757E-01,.23734862E-01,.15367209E-01,.59044336,1.4930825,-.25612457E-02
1,0,.18081344,.11787861E-02,1,7,-1925.7625,.14731045,-.10210409,.22879499E-01,.21989488E-01,.60290112,1.4935134,-.23358260E-02
1,0,.18078238,.0000000,1,12,-1925.6254,.95952092E-01,-.63311099E-01,.20742970E-02,.43541320E-02,.60677467,1.4945605,-.17663353E-02
1,0,.18079280,.0000000,1,4,-1924.4351,.99504378E-01,-.24760877E-01,.16296887E-01,.10347068E-01,.65289897,1.5006873,-.14609352E-02
1,0,.18079737,.0000000,1,1,-1925.6024,.16262815,.11754358E-01,.24514023E-01,.20203047E-01,.66494086,1.4968522,-.12992658E-02
1,0,.18082606,.0000000,1,1,-1925.0869,.12537714,-.13815493E-03,.23132620E-02,.77926597E-02,.64578273,1.5010070,-.75298092E-04
1,0,.18083684,.0000000,1,1,-1925.8026,.93857550E-01,-.19567149E-02,.69149514E-02,.14124447E-01,.68216768,1.4987968,-.31354046E-02
1,0,.18084247,.0000000,1,5,-1925.0122,-.46777669E-01,-.25811015E-02,-.20895924E-01,.38018047E-01,.77404558,1.4999272,-.14614394E-02
1,0,.18083832,.0000000,1,1,-1927.7882,.10816025,.77207350E-01,.65752171E-01,.35273487E-01,.80296196,1.4984213,-.29534975E-02
1,0,.18086700,.0000000,1,1,-1926.4225,.14703691,.19168714E-01,.33971598E-01,.21173058E-01,.70031078,1.5034855,-.36136959E-02
1,0,.18057017,.10263440E-02,1,73,-1923.7891,.44474873E-01,-.31835763E-01,-.10491592E-01,.22834300E-01,.67805924,1.4997455,-.74834548E-03
1,0,.18049960,.0000000,1,22,-1926.3168,.68305197E-01,-.19290810E-01,-.91936558E-02,.14047988E-01,.65227284,1.4917975,-.32694423E-02
1,0,.18048844,.0000000,1,8,-1926.2195,-.39114942E-01,-.65822880E-01,-.54894050E-01,-.35923831E-02,.64456494,1.4937710,-.21459501E-02
1,0,.18050062,.0000000,1,5,-1928.3857,.20899061E-01,-.45198183E-01,.18509445E-02,.34889302E-01,.66143505,1.4928530,-.72926177E-02
1,0,.18049452,.0000000,1,1,-1933.5481,-.16513800,-.42360675E-01,-.83118809E-01,.50193588E-01,.67857059,1.4949185,-.77564466E-02
1,0,.18051293,.0000000,1,10,-1932.8509,-.36872028E-01,-.11251072E-01,-.44255158E-01,.47999337E-01,.62649324,1.4997254,-.26154243E-02
1,0,.18052335,.0000000,1,4,-1932.6261,.99651421E-01,-.69008720E-01,.15718162E-01,.81741061E-01,.59959445,1.5012601,-.36455499E-02
1,0,.18052515,.0000000,1,6,-1931.3585,.24844154E-01,-.11716382,-.77153103E-02,.82407460E-01,.62350789,1.4969170,-.58721220E-02
1,0,.18053770,.0000000,1,2,-1931.6854,.65793028E-01,-.16237786,-.12489756E-01,.95883027E-01,.57724392,1.5005381,-.20903789E-02
1,0,.18055205,.0000000,1,3,-1931.7330,-.15447632,-.20048085,-.10700514,.37518792E-01,.58767681,1.4952437,-.16074955E-02
1,0,.18053851,.0000000,1,3,-1933.8714,-.22332560,-.14878138,-.11826368,.55556151E-01,.62083541,1.4979766,-.10273788E-02
1,0,.18052973,.29980973E-02,1,4,-1934.7715,-.22152103,-.19333947,-.10556652,.71699596E-01,.61406016,1.4975498,-.11878151E-02
1,0,.18055827,.0000000,1,1,-1926.6404,-.55179244E-01,-.59842609E-01,-.37201361E-01,.35080770E-01,.63621667,1.5015573,-.11002227E-02
1,0,.18053429,.0000000,1,7,-1927.2086,.11819688,-.15658270,.83948535E-02,.46963805E-01,.53719759,1.4987187,-.85840155E-04
1,0,.18053126,.0000000,1,6,-1927.2425,.12743814,-.12135901,-.39981883E-02,.65100169E-01,.58842472,1.4999922,-.17214718E-03
1,0,.18054228,.0000000,1,4,-1925.2790,.20650620,-.28891716E-01,.42144035E-01,.37131096E-01,.62882054,1.5011735,-.61255282E-03
1,0,.18054836,.0000000,1,4,-1925.4012,.13526704,-.26920983E-02,.46473133E-01,.48027046E-01,.70733580,1.4947347,-.18571643E-02
1,0,.18051212,.0000000,1,9,-1927.2773,.42175755E-01,.31597669E-01,.22726265E-01,.61230532E-01,.71092408,1.4974581,-.15887596E-02
1,0,.18053550,.0000000,1,2,-1926.8677,-.24756230E-02,-.41102986E-01,.11090453E-01,.40613566E-01,.67037840,1.4965484,-.39333784E-02
1,0,.18055145,.0000000,1,3,-1926.5082,-.12490691,-.46114889E-01,-.48638296E-01,.52796664E-01,.69792761,1.4993829,-.11842063E-02
1,0,.18056728,.0000000,1,2,-1926.8611,-.14499082E-01,-.65499440E-01,.61050304E-02,.60288008E-01,.69423805,1.4932098,-.39530654E-02
1,0,.18058446,.0000000,1,3,-1926.5126,.63441928E-01,.19802706E-01,.18064582E-01,.12467663E-01,.71354654,1.4939169,-.47960585E-02
1,0,.18059577,.0000000,1,4,-1925.9010,-.10898393,.13301010E-01,-.31612571E-01,.23454847E-01,.75607783,1.4945499,-.35111764E-02
1,0,.18060399,.0000000,1,3,-1926.1520,-.43598477E-01,.59297929E-01,-.16639418E-01,.43638795E-01,.79306143,1.4978975,-.14533418E-02
1,0,.18062394,.0000000,1,4,-1924.6994,.35212727E-01,.24578971E-01,.21015412E-01,.45751646E-01,.76607943,1.4997087,-.10818222E-02
1,0,.18058788,.15696863E-02,1,12,-1925.9585,-.85787717E-02,-.46400847E-01,.11394577E-01,.63721889E-01,.68097396,1.5013334,-.84695743E-03
1,0,.18057248,.0000000,1,8,-1925.6365,-.38410226E-01,-.60252925E-01,.12556135E-01,.30545627E-01,.67114713,1.5004148,-.42476937E-03
1,0,.18036565,.0000000,1,46,-1924.2252,.10716931,-.52782598E-01,.29981367E-01,.47171404E-01,.65370816,1.5007045,-.50771684E-03
1,0,.18036207,.0000000,1,3,-1925.1325,.12432077,-.52468848E-01,.53505459E-01,.29466100E-01,.68476194,1.5023280,-.93144027E-03
1,0,.18027344,.0000000,1,24,-1925.0542,.10827320,-.47274104E-01,.49991208E-01,.29098555E-01,.67699297,1.5023118,-.15230177E-02
1,0,.18021179,.0000000,1,27,-1924.4773,.13298948,-.27557921E-01,.41669156E-01,.12215801E-01,.66014986,1.4971199,-.13916625E-02
1,0,.18016699,.0000000,1,16,-1925.2571,.18152775E-03,.21234339E-02,.19191928E-01,.21489164E-01,.73323708,1.4936416,-.31094251E-02
1,0,.18017008,.0000000,1,1,-1926.5693,.63244839E-01,-.68861137E-01,.28863347E-01,.20234511E-01,.66214047,1.4974225,-.38034440E-02
1,0,.18017420,.24346964E-02,1,5,-1926.3393,.65454274E-01,-.19277920E-01,.44287698E-01,.16146539E-01,.72971778,1.5026815,-.23253563E-02
1,0,.18020257,.0000000,1,1,-1925.8055,.18975394E-01,-.92420040E-01,.64009953E-02,.33489703E-01,.67826844,1.5022095,-.23559663E-02
1,0,.18016995,.0000000,1,16,-1926.6937,-.11199602,-.66918940E-01,-.50043057E-01,.20335745E-01,.73219335,1.4999587,-.38214351E-02
1,0,.18016240,.0000000,1,12,-1926.2985,-.11052318,-.57015027E-01,-.77593453E-01,.69112597E-02,.71558818,1.4991089,-.19764256E-02
1,0,.18009183,.0000000,1,21,-1924.2111,.97030206E-01,-.38767859E-01,.41269482E-01,.37472494E-01,.71200904,1.5000765,-.52130458E-04
1,0,.18006199,.0000000,1,8,-1925.1609,.15427351,-.46829318E-01,.47604020E-01,.28964083E-01,.67565998,1.5020440,-.15341840E-02
1,0,.18004373,.0000000,1,4,-1927.2275,.17128599,.28285314E-01,.89459035E-01,.44930562E-01,.75312488,1.4966204,-.20390462E-02
1,0,.18005610,.0000000,1,5,-1928.0628,.78477830E-01,-.90508400E-01,.36114985E-01,.56098302E-01,.67057621,1.4980523,-.46370426E-02
1,0,.18008441,.0000000,1,1,-1927.1964,.17366004,-.47793931E-01,.75790830E-01,.24023809E-01,.65891197,1.4993936,-.30985312E-02
1,0,.18011271,.0000000,1,1,-1926.9972,.24786107,.32643706E-01,.11119669,.32645026E-01,.71561975,1.5004735,-.17753528E-02
1,0,.18014000,.0000000,1,6,-1927.1145,.17484094,.17134045E-01,.83764530E-01,.30956230E-01,.72692653,1.4980173,-.30706538E-02
1,0,.18013217,.0000000,1,2,-1929.1282,.61893582E-01,.29723426E-01,.42253871E-01,-.21501243E-02,.79098869,1.4975185,-.17194599E-02
1,0,.18015425,.0000000,1,2,-1927.7963,.76612964E-01,.30384350E-01,.38023903E-01,-.11300597E-01,.77291142,1.4991894,-.29988531E-03
1,0,.18016539,.13671059E-02,1,6,-1926.1537,.19860010,.74039991E-01,.66804273E-01,.43276113E-02,.73958859,1.5010051,-.97783956E-03
1,0,.18019368,.0000000,1,1,-1924.9014,.88060298E-02,.51569530E-02,-.17716000E-02,.27916171E-01,.75834200,1.5016350,-.17388604E-02
1,0,.18022197,.0000000,1,1,-1924.7599,.63217847E-01,-.77132125E-01,.30995260E-02,.47011566E-01,.67813194,1.4997843,-.88754408E-03
1,0,.18021084,.0000000,1,8,-1924.6236,.33084120E-01,-.77256001E-01,-.22778841E-01,.23449245E-01,.67137882,1.5015696,-.67212551E-03
1,0,.18023912,.0000000,1,1,-1924.6227,-.79427614E-01,-.33898720E-01,-.15115494E-01,.41147216E-01,.72445231,1.4998297,-.16222133E-02
1,0,.18020270,.0000000,1,14,-1924.7332,-.75512741E-01,.10744767E-01,-.69081955E-02,.44893129E-01,.78183156,1.5024850,-.15499385E-02
1,0,.18019914,.0000000,1,1,-1927.2985,-.18268899,.52322805E-01,-.58530326E-01,-.25870479E-02,.81192766,1.5024266,-.10721915E-02
1,0,.18022740,.0000000,1,1,-1925.3603,-.29111832E-01,-.19617876E-01,.16193547E-01,.27043040E-01,.72538911,1.5013525,-.25997323E-02
1,0,.18021980,.0000000,1,2,-1927.4785,.13660006,-.16700755E-01,.69816621E-01,.41044985E-01,.71850913,1.5003866,-.37919177E-02
1,0,.18025114,.0000000,1,5,-1927.2501,-.32734530E-01,-.46380592E-01,-.21581923E-01,.67428730E-01,.71174388,1.4991474,-.32734996E-02
1,0,.18027939,.0000000,1,1,-1927.0585,-.11791073E-01,-.31496702E-01,-.12346690E-01,.76803199E-01,.73951430,1.4986283,-.12514616E-02
1,0,.18029711,.0000000,1,1,-1927.4231,-.96255149E-01,-.70869156E-01,-.21680299E-01,.72557667E-01,.75736357,1.4944825,-.26507760E-02
1,0,.18029426,.0000000,1,1,-1929.7501,-.43515786E-01,-.17571073,-.32382894E-01,.74856006E-01,.60325209,1.4934764,-.31719586E-02
1,0,.18028035,.0000000,1,9,-1928.6979,.18402361,-.15688244,.26015185E-01,.53065576E-01,.52514609,1.4946162,-.17642476E-02
1,0,.18029529,.0000000,1,2,-1928.9283,.10986592E-01,-.80647838E-01,-.44580156E-01,.43891862E-01,.60547533,1.4933320,-.30052490E-02
1,0,.18024160,.11570529E-02,1,16,-1928.3162,-.48827912E-01,.71604817E-01,-.25113808E-01,.41941353E-01,.75855114,1.4951451,-.22263684E-02
1,0,.18027115,.0000000,1,4,-1927.6776,-.14657694,.52628921E-01,-.52654367E-01,.24741894E-01,.78163006,1.4992329,-.28469810E-02
1,0,.18026801,.0000000,1,2,-1929.1440,-.12215397,.53913038E-01,-.40342636E-01,.39957736E-01,.77721830,1.4975219,-.48836477E-02
1,0,.18028033,.0000000,1,2,-1929.8171,-.44332895E-03,.21801262E-01,-.46453802E-02,.29537850E-01,.74828868,1.4934477,-.95587192E-02
1,0,.18027286,.0000000,1,4,-1931.2408,-.31723876E-02,-.44416921E-01,-.98277749E-02,.35643527E-01,.72282469,1.5004686,-.11156664E-01
1,0,.18030107,.0000000,1,1,-1930.2623,-.32736124E-01,.85805907E-02,.13195187E-01,.41287809E-01,.75404069,1.5085227,-.10478223E-01
1,0,.18030934,.0000000,1,3,-1930.7251,-.15339796E-01,.54688917E-01,.22467265E-01,.15964948E-01,.74873681,1.5074251,-.99556736E-02
1,0,.18031529,.27851109E-02,1,2,-1932.0030,.17273504,.67799314E-01,.61468294E-01,.30068381E-01,.69370692,1.5002708,-.93070424E-02
1,0,.18032539,.0000000,1,6,-1931.4701,.32747748,-.41476649E-01,.10006236,.20591668E-01,.60072281,1.5007723,-.80653550E-02
1,0,.18032825,.0000000,1,6,-1931.2499,.33474413,-.12345776,.11165455,.28037136E-01,.52760842,1.5001434,-.33061097E-02
1,0,.18032358,.0000000,1,1,-1934.3668,.40285514,-.19236990,.12680586,.43984668E-01,.50463955,1.4962424,-.54168243E-02
1,0,.18032227,.0000000,1,1,-1936.3168,.42564030,-.14756282,.16255768,.70772141E-01,.54977223,1.4956942,-.46841882E-02
1,0,.18035200,.0000000,1,6,-1931.0127,.24460972,-.14165184,.76964238E-01,.39477571E-01,.61086983,1.4938812,-.48468207E-02
1,0,.18037889,.0000000,1,2,-1928.3712,.13327172,-.10614028,.43495570E-01,.42646452E-01,.63113806,1.4937697,-.53203856E-02
1,0,.18041420,.0000000,1,3,-1927.8995,.84502752E-01,-.45602495E-01,.33172165E-01,.23794568E-01,.66620370,1.4952089,-.65437952E-02
1,0,.18044237,.0000000,1,1,-1926.5627,-.11650680,-.12038929E-01,-.25469173E-01,.28683039E-01,.72834190,1.4962262,-.36270221E-02
1,0,.18042070,.25792993E-02,1,5,-1928.1581,-.11941853,-.89872699E-02,-.18747441E-01,.30521846E-01,.73267317,1.4969430,-.55667453E-02
1,0,.18038882,.0000000,1,10,-1928.3757,-.11327974,.33157808E-02,.20870559E-02,.29162844E-01,.73789167,1.5016239,-.35880873E-02
1,0,.18041698,.0000000,1,1,-1927.6408,.82393230E-01,-.11230281E-01,.34833277E-01,.45634648E-01,.67218730,1.5053815,-.49088880E-02
1,0,.18043351,.0000000,1,2,-1928.2003,-.53496525E-01,-.17540701E-01,-.11973659E-01,.42185153E-01,.68945377,1.5052026,-.51333697E-02
1,0,.18043304,.0000000,1,8,-1927.3116,-.55532371E-01,-.20920101E-01,-.26483715E-01,.19908137E-01,.70936342,1.5045189,-.64691131E-02
1,0,.18043360,.0000000,1,1,-1928.9381,-.21567257,-.25404622E-01,-.75574291E-01,.37510229E-01,.78577551,1.5055443,-.52960440E-02
1,0,.18045039,.0000000,1,3,-1927.9656,.67143884E-01,-.28038292E-02,.12637551E-01,-.58285008E-02,.67800787,1.5031633,-.61303551E-02
1,0,.18047032,.0000000,1,2,-1928.0339,.26865328E-01,-.95552194E-02,.13150330E-01,-.12785017E-01,.68702216,1.4964877,-.52328530E-02
1,0,.18049258,.0000000,1,3,-1926.0969,-.51781912E-01,-.75875919E-02,-.21513847E-01,.14845852E-01,.71951721,1.4959630,-.47411344E-02
1,0,.18052072,.0000000,1,1,-1925.6319,-.17929580E-01,.32190627E-01,.13617459E-02,.32737972E-01,.75948995,1.5004717,-.35029324E-02
1,0,.18050309,.0000000,1,4,-1928.1745,.42953958E-01,.10078901,.45358775E-01,.40544032E-01,.77386181,1.5000965,-.32080087E-02
